gene_names,ApoE.2,ApoE.3,ApoE.4,ApoE.5,ApoE.6,WT.1,WT.2,WT.3,WT.5,WT.6,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pydc4,80.27864407,33.85792504,47.84152965,31.58432369,53.7509527,16.60138934,27.50644633,9.535191704,10.78185888,17.49860242,33.21661686,1.592097785,0.419837764,3.792173841,0.000149334,0.008112739
Cd248,923.626926,1583.798494,2228.85244,1478.389305,1966.920456,1256.822828,887.3375835,841.4806679,964.9763695,896.5460415,1280.132458,0.754982605,0.199315049,3.78788561,0.000151935,0.008228217
Cd33,194.3588225,269.9229024,290.8014547,172.4989986,395.3883639,215.8180614,124.2883871,107.2709067,132.6168642,121.4608874,208.845435,0.914756204,0.241817581,3.782835808,0.000155052,0.00837086
Spn,176.613017,142.9556835,276.7304166,72.88690082,270.5768297,89.84281288,60.10667902,27.41367615,100.2712876,45.29050038,150.750416,1.540615085,0.407432571,3.781276203,0.000156026,0.008397324
C1qa,1864.999657,2498.902968,3191.311448,1360.555482,6280.662168,1480.453308,1271.409075,1001.195129,1437.221788,1343.275068,2140.248482,1.217832835,0.322412473,3.777250996,0.000158569,0.008507737
Myo16,134.361099,60.19186674,145.4007274,65.59821074,92.01434275,38.08554024,58.06916448,16.68658548,22.64190364,42.20251171,66.29945367,1.482934863,0.392924652,3.774094745,0.00016059,0.008589568
Tchh,28.73130419,27.27443962,15.94717655,10.93303512,20.04272812,24.41380785,25.46893179,100.1195129,84.09849924,125.5782056,45.00876186,-1.795488827,0.475864537,-3.773109127,0.000161226,0.008597052
Arhgap25,339.7054202,377.139665,590.9836015,298.8362934,696.0292858,260.7394678,249.5955315,284.8638522,272.7810296,248.0684225,348.2845953,0.808413937,0.214713758,3.765077494,0.000166497,0.008850922
Gbp11,355.761149,335.7577567,187.6138418,331.6353987,335.2601795,168.9435503,152.8135907,104.8871087,78.7075698,170.868706,250.2658431,1.191733652,0.316773257,3.762103098,0.000168491,0.008929485
Fcgr2b,1254.036924,947.0814032,1070.336967,493.2013622,1945.055661,493.1589185,721.2801483,377.8319713,507.8255531,619.6563915,816.6882563,1.070147934,0.28466621,3.759307902,0.000170384,0.009002303
Gna15,49.85726316,102.514273,74.10746749,82.60515426,134.8328983,38.08554024,48.90034903,36.94886785,47.44017906,53.52513681,66.79686335,0.979280937,0.260846481,3.754242468,0.000173866,0.009158378
Edem1,3666.621438,4585.867847,4233.506339,3861.790962,4640.802594,3290.981298,3172.410144,3224.086695,3482.540417,3332.969096,3832.081001,0.346960129,0.092457828,3.752631204,0.000174988,0.009189532
Ptgir,408.9985656,474.0109506,598.4881552,510.2083057,508.3564679,370.113327,377.9589477,227.6527019,278.171959,281.0069682,397.574888,0.70220058,0.187223859,3.750593444,0.000176417,0.009236552
Sele,278.8626583,269.9229024,521.5664801,109.3303512,300.6409219,130.8580101,128.3634162,85.81672533,53.90929439,122.4902169,179.4603439,1.505253271,0.401562466,3.748490956,0.000177902,0.009286257
Neu2,10.98549866,21.63145211,26.26593785,12.1478168,11.84343026,57.61658652,71.31300901,71.51393778,95.95854401,34.99720484,31.63744988,-1.997555172,0.533019074,-3.747624186,0.000178517,0.009290413
Slfn8,545.8947797,489.9994152,560.0273176,371.7231942,510.1785341,326.1684728,347.3962296,202.6228237,163.8842549,330.4147868,387.4947045,0.85389341,0.22812327,3.743122789,0.000181747,0.009430185
Tmem173,433.504678,461.7844776,494.362473,448.25444,630.4349028,327.1450251,413.6154522,257.450176,211.324434,300.5642298,406.6856113,0.708179511,0.190008311,3.727097549,0.000193698,0.010020232
Tmem57,2484.412774,3033.105785,2274.817831,2698.030112,2605.554656,2899.38382,3288.548473,3302.752026,3602.219051,3185.77497,2844.941063,-0.313903398,0.084243461,-3.726145564,0.00019443,0.010028198
Edem2,1181.363625,1171.860406,1228.870663,1226.929497,1556.044529,987.2943893,948.4630198,1023.841209,1098.67142,991.2443605,1152.423653,0.33449431,0.089919422,3.719933955,0.000199275,0.010247578
Tbc1d14,1409.523982,1541.476087,1679.143884,1369.058954,1458.563988,1124.011713,1034.038631,1197.858458,1187.082662,1131.23318,1320.987622,0.394796266,0.10615622,3.719012091,0.000200003,0.010254616
Gbp10,59.1526851,21.63145211,42.21311439,54.66517561,75.61574702,26.36691247,18.33763089,19.07038341,8.625487102,15.43994331,46.21478026,1.525187936,0.410322626,3.717045663,0.000201566,0.010304245
5830417I10Rik,1361.356796,1874.41235,2020.601076,1271.876419,1365.638612,953.1150583,939.2942044,1195.47466,1206.490008,978.8924058,1443.637201,0.582586976,0.156937641,3.712219541,0.00020545,0.01047189
Hist1h1b,84.50383586,50.78688756,69.41712145,47.37648553,112.968104,32.22622636,28.5252036,36.94886785,45.28380728,25.73323885,55.42185662,1.120981929,0.302031355,3.711475353,0.000206055,0.010471931
Rsrc2,2585.817377,2997.366864,2801.074657,3306.635734,2611.020855,3395.472395,3602.325712,3780.703511,3802.761626,3408.110153,3090.899305,-0.331389027,0.089402737,-3.706698911,0.000209978,0.01064013
Cd300lg,4661.231586,2701.11002,3078.743143,3015.088131,3364.445226,6678.641275,6318.332598,5797.396556,3959.09858,7427.642062,4534.127417,-0.843348528,0.227768072,-3.702663512,0.000213348,0.010779349
Nlrp3,54.08245495,81.82331885,120.0728587,42.51735881,131.1887659,17.57794165,23.43141725,17.87848444,16.17278832,34.99720484,82.83562193,1.965045312,0.530932022,3.701124117,0.000214646,0.010813439
Ercc2,513.783322,569.9417382,573.1602866,703.3585929,522.0219643,814.4446298,716.1863619,834.3292741,865.7832678,739.0586198,666.496539,-0.463533569,0.125400924,-3.69641271,0.000218667,0.010975544
Pld3,4753.340767,2580.726286,3690.364267,1871.978569,4817.543015,1719.708625,2018.158155,1505.36839,1734.801093,1929.992914,2624.894976,0.991821608,0.268359087,3.695874873,0.000219131,0.010975544
Phf11b,86.19391258,65.83485425,43.1511836,38.87301377,83.81504488,42.96830181,28.5252036,36.94886785,20.48553187,25.73323885,46.34753765,1.046343244,0.283174785,3.695043836,0.000219849,0.010979771
Cep85,606.7375415,744.8743509,778.5974433,743.4463884,721.5382125,853.5067223,1023.851058,905.8432119,1150.424342,904.7806779,898.9240257,-0.428965945,0.11617638,-3.69236798,0.000222176,0.011064094
Ssc5d,466.461174,571.822734,980.2823232,689.9959944,667.7872598,476.5575292,352.490016,332.5398107,448.5253293,396.2918783,527.072286,0.750109281,0.203201926,3.691447692,0.000222981,0.011072393
Mettl20,792.6459804,981.8798262,687.60473,737.37248,1024.001201,1206.042108,1147.120688,1519.671178,1220.506425,1536.789024,1070.56821,-0.650129288,0.176165768,-3.69044052,0.000223866,0.011084567
Igsf6,262.8069295,326.3527775,396.8032753,273.3258781,522.9329974,225.5835845,172.1699789,220.5013082,251.2173118,197.6312744,286.0993068,0.74120914,0.201696713,3.674869708,0.000237971,0.011714355
Jup,4318.146013,3374.506529,3958.652061,3640.700696,3030.096079,5105.415497,4300.174443,4851.028779,4310.587179,5413.244124,4182.522838,-0.388216403,0.105660654,-3.674181328,0.000238613,0.011714355
Pdp2,1625.853802,1628.942394,1128.497258,1677.613501,1818.422061,2465.794593,2074.189805,2786.659775,2374.165325,3042.698162,2169.201465,-0.693622751,0.188751654,-3.674790315,0.000238045,0.011714355
4930414L22Rik,315.1993078,252.9939399,296.42987,286.6884766,219.5589763,432.612675,397.3153359,367.1048806,361.1922724,399.3798669,317.9174975,-0.514758409,0.140471006,-3.664517133,0.000247806,0.012131277
Aif1,152.1069046,140.1341898,116.3205819,66.81299242,262.3775318,82.03039436,67.23797992,73.8977357,65.76933915,47.34915948,102.1988751,1.136605901,0.310418725,3.661524929,0.000250718,0.012136734
Lgals3bp,4984.881278,2343.720811,3097.504527,2180.533116,3756.189457,1960.917046,1924.432486,1523.246875,1295.979437,2107.037597,2563.319249,0.893028034,0.243844596,3.662283477,0.000249977,0.012136734
Slco1a1,21.12595897,13.16697085,11.25683051,10.93303512,10.02136406,70.3117666,14.2626018,98.92761393,10.78185888,144.1061376,32.51101564,-2.342773254,0.639827713,-3.661568899,0.000250675,0.012136734
Uap1l1,796.8711722,963.0698678,990.6010845,969.3957809,1339.218652,709.9535322,737.5802646,662.6958234,728.8536601,720.5306878,821.7280033,0.507003921,0.138423476,3.662701832,0.000249569,0.012136734
Fyb,462.2359822,616.9666341,712.9325987,430.0327148,756.1574702,424.8002565,318.871026,222.8851061,378.4432466,252.1857407,463.551597,0.898687775,0.245566692,3.659648487,0.000252561,0.012158028
Tfec,14.3656521,75.23983342,80.67395195,37.65823209,168.5411229,25.39036016,24.45017452,13.11088859,30.18920486,7.205306878,43.65257341,1.906804389,0.520951316,3.660235288,0.000251984,0.012158028
Acsm4,10.1404603,10.3454771,18.76138418,10.93303512,20.04272812,0.976552314,4.075029086,4.767595852,5.390929439,3.087988662,8.600661831,1.963159271,0.537603244,3.651687919,0.000260522,0.012506517
Man2b2,2070.343979,2374.757242,2849.854256,2388.260784,3045.583642,2012.674319,1853.119477,1868.897574,2061.491417,2044.248494,2221.33255,0.371273784,0.101701809,3.650611393,0.000261617,0.012524363
Zmynd15,118.3053702,151.4201648,217.6320564,168.8546536,256.0003001,81.05384205,123.2696299,89.39242222,118.6004476,67.93575056,144.8548472,0.92576117,0.254090728,3.643427596,0.000269031,0.012843839
Stap1,59.1526851,61.13236466,104.1256822,25.51041529,89.28124346,30.27312173,30.56271815,26.22177719,28.03283308,23.67457974,47.53024714,1.293614015,0.355172268,3.642215716,0.000270301,0.012869021
Lonrf3,400.548182,798.4827322,646.3296848,570.9473898,715.1609808,838.8584376,920.9565735,1092.971349,1212.959124,858.460848,687.3780692,-0.65283941,0.179360843,-3.639810115,0.000272839,0.012954254
Clu,11387.73692,19096.81022,29992.88681,15812.81313,24864.8263,8904.203998,10179.42266,11798.60783,14421.81443,9031.337507,14336.72004,0.896623846,0.246701377,3.634450106,0.000278574,0.01313776
Nrarp,555.1902016,399.7116151,414.6265903,619.538657,371.7015034,808.5853159,857.7936226,567.3439064,621.0350713,833.7569387,592.8459575,-0.645513128,0.177627845,-3.634076216,0.000278978,0.01313776
Mki67,462.2359822,519.1548506,807.6775888,526.0004676,944.7413211,469.721663,187.451338,338.4993055,290.0320038,398.3505374,476.9274543,0.95283041,0.262485286,3.630033603,0.000283384,0.01330908
Zfp949,692.0864157,805.0662176,666.0291382,744.66117,658.6769288,916.0060704,880.2062826,958.2867662,863.6268961,900.6633597,770.8088032,-0.341847421,0.094218131,-3.628255181,0.000285343,0.013364856
Irs2,3965.765017,3696.156817,4457.70488,4296.682803,3235.078526,7046.801497,6193.025454,6769.98611,8576.968737,5744.688241,5542.92867,-0.804930531,0.221973894,-3.626239623,0.000287579,0.01343325
Ppm1h,1653.740068,1008.213768,1143.506365,956.0331824,1202.563687,726.5549215,758.9741673,769.9667301,814.0303452,725.6773356,998.6418641,0.652763673,0.180499188,3.616435516,0.000298688,0.013914671
Ptprv,49.0122248,60.19186674,59.09836015,43.73214049,95.65847514,40.03864487,28.5252036,25.02987822,16.17278832,9.263965986,44.2593151,1.369346491,0.379004123,3.613012123,0.000302661,0.01406195
Cdca3,43.94199465,21.63145211,44.08925281,43.73214049,63.77231676,21.48415091,17.31887362,15.49468652,8.625487102,27.79189796,32.08497679,1.254438084,0.347328707,3.611674067,0.000304227,0.014096925
Apoc1,322.804653,284.0303712,181.9854265,184.6468154,655.9438295,1519.5154,768.1429827,882.0052326,436.6652845,2621.702374,656.2269969,-1.934109553,0.535713493,-3.610343178,0.000305792,0.014131674
Litaf,1678.24618,2036.177992,2256.994516,1644.814395,3461.014734,1288.072502,1494.516917,1294.402274,1297.057623,1540.906342,1874.339117,0.679951379,0.188422537,3.608652075,0.000307792,0.014186267
Cfb,3496.768728,3830.648019,3314.198515,3347.938311,7030.442406,2277.319996,2819.920128,2019.076843,2392.494485,2635.083658,3248.942336,0.79154658,0.219416983,3.607499146,0.000309163,0.014211637
Mterfd2,1656.275183,2045.582971,1319.863377,1449.234545,2059.845831,1425.766378,1251.033929,1226.464033,1112.687836,1098.294634,1434.069187,0.480713614,0.133343517,3.605076757,0.000312061,0.014306909
Hoxa9,118.3053702,160.8251439,124.7632048,198.0094139,148.4983947,235.3491076,230.2391434,205.0066216,243.6700106,216.1592063,183.9688128,-0.597656495,0.166168498,-3.596689522,0.000322293,0.014737029
Mex3a,90.41910437,94.9902897,121.0109279,77.74602754,84.72607798,38.08554024,37.69401905,44.10026163,65.76933915,25.73323885,67.04200087,1.152592178,0.320523419,3.595968685,0.000323187,0.014739014
A930001C03Rik,16.05572881,16.92896252,19.69945338,13.36259848,10.93239716,1.953104628,2.037514543,5.959494815,5.390929439,7.205306878,9.791428796,1.790562434,0.498314066,3.593240806,0.000326591,0.014855153
Map4k4,7530.981852,8330.930556,10256.84873,7858.42269,9464.72284,6952.075922,6556.7218,6491.081752,6943.517117,7297.946538,7741.338896,0.343366836,0.095609822,3.59133434,0.000328989,0.0149122
Zbp1,272.1023515,119.4432356,161.3479039,115.4042596,169.452156,101.5614406,118.1758435,57.21115022,58.22203794,79.25837566,129.8945653,1.015257071,0.28273225,3.590878199,0.000329566,0.0149122
Prex1,1850.634005,1134.240489,1664.134776,873.4280282,1874.906113,1010.731645,941.3317189,890.3485253,872.2523832,854.3435298,1267.791861,0.695666572,0.193845513,3.588767995,0.000332244,0.014994256
Gmip,690.396339,633.8955966,835.819665,747.0907334,819.0187538,594.7203591,536.8850821,570.9196033,583.2985653,516.7234361,676.5747408,0.410929993,0.114563913,3.586906052,0.000334625,0.015062463
Tbx6,65.91299197,106.2762647,63.7887062,123.9077314,85.63711108,207.0290905,172.1699789,152.5630673,142.3205372,142.0474784,132.1382691,-0.879819462,0.245433311,-3.584759775,0.000337389,0.015147525
Evi2a,214.6397431,273.6848941,424.9453516,236.8824277,491.0468391,181.6387304,207.8264834,190.7038341,205.9335046,162.6340695,245.4632334,0.791707548,0.22131905,3.577222784,0.000347264,0.015550616
Irf5,476.6016343,513.5118631,705.428045,257.5337162,1019.446035,330.0746821,285.252036,230.0364999,311.5957216,326.2974686,424.7699574,1.003331434,0.280974905,3.570893401,0.000355766,0.015890256
1500004A13Rik,607.5825799,601.9186674,651.9581001,406.9518629,349.8367091,253.9036016,301.5521524,368.2967796,340.7067405,288.2122751,449.2494235,0.755302429,0.211904659,3.564350274,0.000364759,0.016188799
Soat1,1272.627768,2031.475502,2203.524571,1308.31987,2561.825068,1113.269638,1198.058551,1175.212377,1343.419616,999.4789969,1479.028055,0.686167291,0.19252754,3.563995526,0.000365252,0.016188799
Tcirg1,1890.350808,2395.448197,2806.703073,2152.593138,2786.850242,1749.005194,1650.38678,1681.769437,1842.619682,1350.480375,2075.709634,0.540258486,0.151556849,3.564724975,0.000364238,0.016188799
Ctsb,31901.88811,32053.10954,37059.36216,24329.64749,56744.60745,24484.11961,21666.92965,19617.46503,19175.53601,24934.47912,29421.65716,0.728738228,0.204570641,3.562281585,0.000367646,0.016211961
Nlrp1b,182.5282855,163.6466377,247.6502711,125.1225131,256.0003001,123.0455915,131.419688,75.08963467,105.662217,89.5516712,115.8563975,0.893666147,0.250837416,3.562730639,0.000367017,0.016211961
Apobec1,605.8925031,835.162151,1239.189425,370.5084125,1469.496385,462.8857968,491.0410049,463.6486966,383.834176,404.5265147,627.2826356,1.035470258,0.290872464,3.55987722,0.000371028,0.016278276
Grem1,179.9931704,77.12082926,198.8706723,346.2127789,342.5484443,79.10073742,136.5134744,112.0385025,78.7075698,95.72764852,161.1927631,1.187934353,0.333688499,3.560009881,0.000370841,0.016278276
Ikzf1,330.4099982,335.7577567,499.9908883,151.84771,673.2534584,208.0056429,188.4700952,134.6845828,180.0570433,196.6019448,307.9431907,1.133602825,0.318534901,3.55880257,0.000372549,0.016293779
Nbl1,4022.382587,3276.694746,4892.030924,3395.314797,4180.73088,2600.558812,2865.764205,2455.311864,2820.534282,2976.82107,3385.821573,0.526995577,0.148120535,3.557883299,0.000373855,0.016293779
Ptpn1,1785.566052,2131.168282,2874.244056,1704.338697,2596.444325,1441.391215,1571.94247,1560.195743,1673.344498,1433.856069,1905.56579,0.530489021,0.149112635,3.557639631,0.000374202,0.016293779
Gm3002,666.735265,543.6077965,457.7777739,618.3238753,274.2209621,821.280496,776.2930409,1008.346523,792.4666275,1039.62285,756.6347381,-0.793660747,0.223653872,-3.548611706,0.000387268,0.016768687
Itga11,560.2604318,947.0814032,1544.061918,858.850648,1109.638312,565.4237897,579.6728875,587.6061887,649.0679044,597.0111413,783.5281846,0.752987963,0.212222498,3.548106203,0.000388012,0.016768687
Sbno2,3904.922255,3990.532665,5748.488111,3487.638204,4139.734391,2992.15629,2813.807584,2818.841047,2514.32949,2754.485886,3533.362378,0.614546213,0.173203047,3.548125878,0.000387983,0.016768687
Cd48,190.1336307,277.4468858,252.3406172,78.96080922,624.9687043,121.0924869,105.9507562,98.92761393,118.6004476,90.58100075,192.5201623,1.412666656,0.398390321,3.545936184,0.000391221,0.016823471
Ciita,569.5558537,630.1336049,521.5664801,397.2336095,554.8191558,428.7064658,367.771375,258.642075,276.0155873,320.1214913,452.8419881,0.694857769,0.196024017,3.544758332,0.000392973,0.016856994
Gcnt4,81.12368243,341.4007442,459.6539123,218.6607025,346.1925767,85.93660362,114.1008144,103.6952098,153.1023961,75.14105744,184.3059819,1.444046687,0.407472149,3.543915065,0.000394232,0.016869246
1810024B03Rik,16.05572881,15.04796668,7.50455367,10.93303512,14.57652955,7.812418511,4.075029086,1.191898963,2.156371775,3.087988662,9.411381732,1.779244181,0.502386718,3.541582845,0.000397734,0.016937477
Slc35c2,1117.14071,671.5155133,691.3570069,679.0629593,782.57743,589.8375976,542.9976257,495.8299686,539.0929439,558.9259478,700.0429277,0.532332214,0.150310462,3.541551315,0.000397781,0.016937477
Has1,148.7267511,312.2453087,400.5555521,146.9885833,173.0962883,123.0455915,130.4009308,123.9574921,130.4604924,96.75697807,164.4704391,0.967658811,0.273347261,3.540034785,0.000400074,0.016993352
Casp9,992.9200714,972.474847,880.846987,857.6358663,882.7910706,817.3742867,733.5052355,718.7150747,818.3430888,758.6158813,838.2157889,0.25452537,0.071964567,3.536815117,0.000404983,0.017132192
Fasn,123507.4263,72750.33544,60173.38747,136320.3706,134481.2395,22763.43444,27838.5612,21124.02532,13208.85531,77769.96512,112869.6091,1.696177834,0.479607552,3.536595343,0.00040532,0.017132192
Pfkfb4,678.565802,464.6059714,641.6393388,521.1413409,610.3921747,417.9643903,447.2344422,455.3054039,404.3197079,312.9161844,505.7636321,0.518523058,0.146690542,3.534809076,0.00040807,0.017206451
Cd22,242.5260089,234.1839815,506.5573727,100.8268795,435.4738202,94.72557444,134.4759598,83.43292741,170.3533703,106.0209441,204.6559754,1.368028353,0.387429848,3.531035002,0.000413937,0.017411475
Taf5,351.5359572,356.4487108,256.092894,381.4414476,349.8367091,432.612675,458.4407722,423.1241319,438.8216563,486.872879,369.9503608,-0.403715774,0.114547663,-3.524434855,0.000424387,0.017807819
Espl1,218.8649349,143.8961814,172.6047344,82.60515426,183.1176524,98.6317837,71.31300901,51.25165541,85.17668513,93.66898941,112.6583184,1.002730876,0.284711304,3.521921549,0.000428431,0.017930486
Gpihbp1,2147.242469,1543.357083,1260.765017,1790.588197,2372.330183,3818.319547,3179.541444,3249.116573,2321.334216,4327.301445,2545.826354,-0.890417168,0.25298766,-3.519607112,0.000432186,0.017961131
Snx20,60.84276182,109.0977585,111.6302358,40.08779545,163.9859574,36.13243561,55.01289266,42.90836267,57.14385205,32.93854573,73.592771,1.119936721,0.318173628,3.519891724,0.000431723,0.017961131
Ifi47,533.2192043,369.6156817,399.6174829,364.4345041,471.0041109,286.129828,302.5709096,281.2881553,249.0609401,290.2709342,368.0710228,0.602273204,0.171257486,3.516770086,0.000436832,0.01803769
Sash3,175.7679786,168.3491273,200.7468107,81.39037258,307.0181535,101.5614406,98.81945534,64.362544,71.16026859,91.6103303,142.4629403,1.126890801,0.320451126,3.516576195,0.000437151,0.01803769
Ephb2,809.5467476,649.8840612,558.1511792,561.2291363,512.9116334,395.5036871,397.3153359,405.2456474,410.7888232,401.4385261,530.5866026,0.621691763,0.176909926,3.514171167,0.000441128,0.018158566
Syk,883.0650848,1349.614512,1798.278673,716.7211914,2242.052451,742.1797585,757.95541,686.5338027,725.6191024,823.4636432,1102.654615,0.904072249,0.25761084,3.509449552,0.000449035,0.018440238
Adamts16,27.04122748,37.61991671,35.64662993,64.38342906,61.95025057,20.50759859,8.150058172,10.72709067,8.625487102,2.058659108,26.8810933,2.173402316,0.619708816,3.507134736,0.00045296,0.018557428
Trem1,18.59084389,14.10746877,27.20400705,2.429563361,31.88615838,0.976552314,1.018757272,7.151393778,1.078185888,2.058659108,16.72856206,2.980569518,0.850732747,3.503532137,0.000459131,0.018765907
Cxcl2,23.66107404,16.92896252,32.83242231,13.36259848,39.17442315,3.906209255,1.018757272,5.959494815,2.156371775,4.117318216,38.28679988,2.887032374,0.824484377,3.501621688,0.000462436,0.018856497
Il17re,76.05345228,63.95385841,42.21311439,57.09473898,76.52678011,210.9352998,126.3259017,81.04912948,71.16026859,149.2527853,93.23328187,-1.01642549,0.290520328,-3.498638106,0.000467641,0.018979428
Pkdrej,185.0634005,61.13236466,72.23132908,98.39731611,85.63711108,53.71037726,58.06916448,35.75696889,16.17278832,45.29050038,73.02690328,1.264052738,0.361799216,3.493796239,0.000476204,0.019258483
Uts2r,14.3656521,6.583485425,23.45173022,7.288690082,15.48756264,1.953104628,4.075029086,2.383797926,3.234557663,5.14664777,7.557246387,2.006123743,0.574245234,3.493496552,0.000476739,0.019258483
Ercc1,728.4230651,708.1949321,735.4462597,753.1646418,808.0863567,814.4446298,882.2437972,970.2057559,915.3798187,978.8924058,834.1335957,-0.288412643,0.082701979,-3.487372941,0.000487791,0.019659097
1-Mar,287.3130419,362.0916984,423.0692132,149.4181467,756.1574702,216.7946137,177.2637652,139.4521787,198.3862033,176.0153537,285.9910208,1.123922775,0.322597774,3.483975602,0.000494025,0.019864141
Tlr8,197.7389759,391.2471338,445.5828742,142.1294566,781.6663969,161.1311318,137.5322317,137.0683807,153.1023961,223.3645132,271.8233553,1.27018785,0.364951277,3.480431304,0.000500607,0.020082228
Scimp,30.42138091,18.80995836,37.52276835,8.503471762,36.44132386,6.835866197,5.093786358,4.767595852,16.17278832,9.263965986,18.15708227,1.653183589,0.475253461,3.478530354,0.000504171,0.020178497
Cep89,394.6329135,362.0916984,413.6885211,321.9171453,326.1498486,471.6747676,444.1781704,607.8684711,572.5167064,512.6061179,453.5791236,-0.518821979,0.149448713,-3.471572083,0.00051742,0.020661049
Serpina3m,186.7534773,172.111119,153.8433502,40.08779545,681.4527562,12.69518008,32.60023269,11.91898963,20.48553187,89.5516712,185.5408022,2.882984276,0.830811411,3.470082668,0.000520298,0.020728202
Zfp105,251.8214309,255.8154336,235.4553714,210.1572307,195.8721158,273.4346479,379.9964623,369.4886785,290.0320038,276.88965,262.0078167,-0.465629611,0.13426975,-3.467866817,0.000524607,0.020851934
Was,159.7122498,220.0765128,211.065572,178.572907,334.3491464,132.8111147,134.4759598,112.0385025,132.6168642,165.7220582,173.5249357,0.703742139,0.202969788,3.467226069,0.000525859,0.020853876
Amz1,158.8672114,145.7771773,258.9071016,52.23561225,194.9610827,107.4207545,65.20046538,70.32203882,50.67473672,74.11172789,116.9849024,1.141941106,0.329783518,3.462699145,0.000534786,0.021034702
Cyp4f18,119.1504086,101.5737751,98.49726692,27.93997865,154.8756264,50.78072032,39.73153359,38.14076682,43.12743551,59.70111413,82.11556006,1.12072077,0.323628227,3.46298832,0.000534212,0.021034702
Itih3,281.3977734,540.7863027,1220.428041,575.8065165,665.0541605,274.4112002,292.3833369,305.1261345,376.2868748,180.1326719,397.7667596,1.2010223,0.346931378,3.461843977,0.000536488,0.021034702
Tnfaip3,610.1176949,792.8397447,1378.023668,703.3585929,1013.068803,578.1189698,578.6541302,446.9621111,630.7387443,426.1424353,742.6535411,0.75731369,0.218756409,3.461904007,0.000536368,0.021034702
Kcnn4,485.0520179,355.5082129,390.2367909,273.3258781,410.8759266,187.4980443,277.1019779,255.0663781,233.9663376,198.6606039,317.768377,0.734906489,0.212716118,3.454869785,0.000550559,0.021489147
Ncf2,404.7733738,674.3370071,751.3934362,442.1805316,1090.506617,335.933996,389.1652777,435.0431215,411.8670091,364.3826621,510.0100922,0.797306841,0.230764325,3.455069766,0.00055015,0.021489147
Dnahc8,851.7986655,1625.180402,1817.040057,1824.602084,394.4773308,427.7299135,546.0538975,487.4866759,774.1374674,408.6438329,771.8321772,1.300443522,0.376583939,3.453263373,0.000553848,0.021568956
Tmem176a,1599.657613,1055.238664,1552.504541,1267.017293,1659.902302,1039.051662,1259.183988,946.3677766,871.1741973,930.5139168,1239.654092,0.499697483,0.144896188,3.448658586,0.000563379,0.021890919
Sfrp1,3089.460239,2850.649189,3832.012718,1929.073308,4420.332585,1629.865812,2459.280053,1461.268129,1808.117734,1994.840676,2532.121841,0.785515271,0.227894438,3.446838278,0.000567188,0.021989638
Cd200r1,48.16718644,97.81178345,116.3205819,65.59821074,276.9540614,43.94485412,48.90034903,33.37317096,34.50194841,58.67178458,77.31310018,1.46279617,0.424885663,3.442799549,0.000575726,0.022259855
Ptpn6,314.3542694,407.2355984,374.2896143,168.8546536,764.356768,202.146329,234.3141725,110.8466036,202.6989469,153.3701035,290.1987439,1.167533654,0.339169615,3.442329742,0.000576727,0.022259855
Oas1g,52.39237824,31.97692921,39.39890677,36.44345041,34.61925767,26.36691247,17.31887362,7.151393778,8.625487102,23.67457974,28.26371373,1.216665373,0.353936462,3.437524822,0.000587057,0.022511927
Zfp874b,1089.254444,1190.670364,1118.178497,1145.539125,1163.389264,1159.167597,1429.316452,1439.813947,1370.374263,1374.154955,1210.604224,-0.246599592,0.071738487,-3.437479709,0.000587155,0.022511927
Cilp,1147.562091,828.5786656,1441.812374,1178.33823,2732.188257,656.2431549,641.8170811,700.8365902,585.454937,931.5432463,1087.148244,1.05970707,0.308334689,3.43687268,0.000588472,0.022512632
Rcan1,1480.507204,1533.952104,1911.785047,1754.144746,2224.742822,1119.128952,1295.859249,1222.888336,1389.781609,1207.403567,1571.190694,0.514269567,0.14985222,3.431844843,0.00059949,0.022883633
Aldh1a2,198.5840143,85.58531052,119.1347895,43.73214049,198.6052151,57.61658652,63.16295084,50.05975644,47.44017906,61.75977324,92.67020491,1.208024092,0.352189926,3.430035906,0.000603501,0.022986108
Rac2,490.9672864,506.9283777,646.3296848,374.1527575,629.5238697,376.9491932,342.3024432,328.9641138,382.7559901,355.1186961,456.9066294,0.569077842,0.165954754,3.429114432,0.000605554,0.023013714
D8Ertd82e,1138.266669,897.2350136,1035.628406,1270.661638,876.4138389,1665.021695,1278.540376,1742.556284,1233.444656,1933.080902,1290.746182,-0.590022033,0.172178432,-3.426805695,0.000610726,0.023056183
Frat2,51.54733988,56.42987507,62.85063699,51.02083057,73.79368082,84.96005131,85.57561081,87.0086243,86.25487102,127.6368647,71.94323932,-0.67094394,0.195836043,-3.426049315,0.000612429,0.023056183
Hmha1,1062.213217,1005.392274,1229.808733,923.234077,1446.720557,857.4129316,845.5685354,764.0072353,790.3102557,844.0502343,1034.329618,0.466944466,0.136308169,3.425652848,0.000613324,0.023056183
Loxl2,2695.672364,4494.639549,6298.196668,4583.37128,4559.720648,2853.485861,2654.88145,3139.461868,3173.101068,2787.424432,3599.622121,0.631525351,0.184315593,3.426326225,0.000611805,0.023056183
Smarcc1,2463.286815,2443.41359,2705.391598,2520.671987,2387.817746,2075.173667,2046.683359,2191.902193,2240.470275,2109.096256,2332.96929,0.23176265,0.067689739,3.423896335,0.000617302,0.023155492
